representation,bootstrap_id,ari,nmi,nn_accuracy,silhouette
pca,122,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.05980897694826126
pca,123,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.05168750509619713
pca,124,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04483478143811226
pca,125,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.039475589990615845
pca,126,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.08584893494844437
pca,127,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.049544498324394226
pca,128,0.06493506493506493,0.40490058363640974,0.0,0.045386966317892075
pca,129,0.06493506493506493,0.40490058363640974,0.0,0.03256264328956604
pca,130,0.06493506493506493,0.40490058363640974,0.0,0.06022842228412628
pca,131,0.06493506493506493,0.40490058363640974,0.0,0.062482159584760666
pca,132,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.06868471205234528
pca,133,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.05281348526477814
pca,134,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.05495232343673706
pca,135,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.05765445530414581
pca,136,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.03502920642495155
pca,137,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.06095004081726074
pca,138,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.032259389758110046
pca,139,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.04379294812679291
pca,140,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.0456509031355381
pca,141,0.06493506493506493,0.40490058363640974,0.0,0.03932206332683563
pca,142,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.05599192902445793
pca,143,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.067628413438797
